2007,6386,Moku,0.98,0.95,0.72,0.75,0.16
2023,6137,FalleN,1.11,1.22,0.73,0.6,0.12
2031,4991,wenton,0.97,0.98,0.66,0.67,0.15
2034,4476,Nevb,0.81,0.79,0.6,0.75,0.1
2047,5258,frgd,0.71,0.67,0.48,0.72,0.13
2054,6352,RiX,0.97,0.95,0.69,0.72,0.13
2066,2320,Archiello,1.1,1.12,0.75,0.67,0.1
2077,,PusE,0.95,0.84,0.7,0.83,0.13
2081,6347,averol,0.95,0.98,0.72,0.74,0.09
2088,2961,bsw,0.33,0.33,0.3,0.9,0.15
2096,4105,tomsku,0.99,0.97,0.71,0.73,0.1
2113,6722,gax,0.94,0.9,0.66,0.73,0.12
2115,,KYESAR,1.13,1.2,0.82,0.68,0.0
2119,3274,Jonny,0.61,0.55,0.42,0.77,0.12
2121,378,nokz,0.92,0.89,0.66,0.74,0.17
2122,6114,cpr,0.81,0.78,0.58,0.74,0.12
2123,,RattlesnK,0.98,0.98,0.68,0.7,0.15
2130,7339,xikii,0.85,0.8,0.61,0.77,0.12
2131,5310,bondik,1.04,1.07,0.72,0.67,0.14
2144,5804,"hub b",0.75,0.68,0.55,0.81,0.14
2148,5395,tahsiN,0.97,0.96,0.68,0.7,0.14
2151,6030,xavi,0.94,0.82,0.66,0.81,0.13
2154,,hally,0.74,0.7,0.57,0.82,0.14
2155,5595,crZy,0.78,0.74,0.58,0.78,0.16
2157,6799,Zote,0.91,0.9,0.64,0.71,0.15
2158,,Sebaxinho,0.51,0.5,0.42,0.84,0.1
2161,6799,Noktse,0.88,0.88,0.6,0.69,0.12
2162,4466,H^N,0.68,0.6,0.46,0.78,0.0
2174,6239,HandleD,0.82,0.83,0.61,0.74,0.16
2176,3972,seraphic,1.13,1.19,0.74,0.62,0.12
2193,,JMZ,0.67,0.65,0.5,0.77,0.11
2198,,Tackett,0.8,0.8,0.58,0.72,0.17
2199,,summit,0.99,0.98,0.67,0.69,0.1
2200,,scoutz,0.74,0.71,0.54,0.75,0.15
2201,6436,m4v3r1ck,1.0,1.01,0.7,0.69,0.13
2213,5956,SecretAgent,0.83,0.79,0.51,0.64,0.11
2214,,kaotic,0.81,0.8,0.59,0.74,0.25
2218,6866,sfX,1.0,0.95,0.72,0.76,0.11
2219,7263,quick,0.73,0.67,0.54,0.8,0.09
2223,,Wojk,0.69,0.63,0.6,0.95,0.1
2235,6788,Batistuta,0.92,0.9,0.73,0.81,0.13
2236,,mkr,0.78,0.72,0.5,0.69,0.19
2237,7076,AIm,0.64,0.57,0.44,0.76,0.13
2238,6797,n0rx,0.78,0.74,0.56,0.76,0.16
2241,4469,rmn,0.96,0.96,0.67,0.7,0.12
2250,6394,weyS,0.82,0.82,0.55,0.67,0.19
2264,5272,xAims,0.87,0.82,0.6,0.73,0.11
2279,6924,space,0.76,0.69,0.57,0.82,0.14
2283,6924,xpy,0.79,0.76,0.59,0.78,0.14
2284,6502,ryk,0.87,0.86,0.61,0.72,0.13
2285,7371,muziwei,0.96,0.96,0.69,0.72,0.12
2292,7092,forget,1.05,1.05,0.76,0.73,0.14
2299,,NENO,1.02,1.04,0.71,0.68,0.15
